,loss,val_loss
0,7.735414505004883,7.336451530456543
1,7.065146446228027,7.1176042556762695
2,6.8179192543029785,6.575904369354248
3,5.131754398345947,3.798811912536621
4,3.0531551837921143,2.7599785327911377
5,2.3092195987701416,2.096863269805908
6,1.7370413541793823,1.5079402923583984
7,1.210776448249817,1.0824317932128906
8,0.9179027676582336,0.8495867252349854
9,0.7339626550674438,0.6920037269592285
10,0.604083240032196,0.5917803049087524
11,0.5208836793899536,0.5102548003196716
12,0.4647664725780487,0.4595658481121063
13,0.42307668924331665,0.43415379524230957
14,0.39146021008491516,0.39519235491752625
15,0.3694451153278351,0.37672796845436096
16,0.3472336530685425,0.39283445477485657
17,0.3357234299182892,0.3418172299861908
18,0.32009413838386536,0.32685038447380066
19,0.30903589725494385,0.32327544689178467
20,0.3036889135837555,0.30916157364845276
21,0.2936896085739136,0.302436500787735
22,0.2869451344013214,0.2935103178024292
23,0.2820676863193512,0.2911142408847809
24,0.2777460813522339,0.29486823081970215
25,0.2723885178565979,0.280141144990921
26,0.26970040798187256,0.2782209515571594
27,0.26744914054870605,0.27511996030807495
28,0.2659348249435425,0.26836293935775757
29,0.2663055956363678,0.2755752205848694
30,0.26046931743621826,0.267823725938797
31,0.26053911447525024,0.27190643548965454
32,0.25712093710899353,0.26656919717788696
33,0.2571679651737213,0.2677921652793884
34,0.2552392780780792,0.25939106941223145
35,0.25491341948509216,0.26081135869026184
36,0.2534528076648712,0.26269689202308655
37,0.25333547592163086,0.2617899775505066
38,0.2508920133113861,0.2560715079307556
39,0.24882535636425018,0.258104145526886
40,0.24852551519870758,0.25240710377693176
41,0.24972935020923615,0.24994787573814392
42,0.249233677983284,0.2539382874965668
43,0.24574212729930878,0.2570294737815857
44,0.24721765518188477,0.24877962470054626
45,0.24443566799163818,0.2551412284374237
46,0.24369238317012787,0.25210919976234436
47,0.24414250254631042,0.25012803077697754
48,0.2437305450439453,0.25284114480018616
49,0.24208365380764008,0.24599052965641022
50,0.2399480789899826,0.250150591135025
51,0.24003465473651886,0.2531586289405823
52,0.24183371663093567,0.26127123832702637
53,0.2406049221754074,0.2507132887840271
54,0.23783600330352783,0.2434059977531433
55,0.2374970018863678,0.24390585720539093
56,0.23756401240825653,0.25238388776779175
57,0.2358188033103943,0.2551681399345398
58,0.23408614099025726,0.25205254554748535
59,0.23728665709495544,0.24631989002227783
60,0.23671533167362213,0.24246050417423248
61,0.23448725044727325,0.24169255793094635
62,0.23554548621177673,0.2366991490125656
63,0.2343442142009735,0.24467520415782928
64,0.2348131686449051,0.24633321166038513
65,0.23397281765937805,0.24140167236328125
66,0.23256906867027283,0.24949978291988373
67,0.23148006200790405,0.24119605123996735
68,0.23173277080059052,0.23913268744945526
69,0.23442424833774567,0.25039780139923096
70,0.23194479942321777,0.24781294167041779
71,0.2314753383398056,0.2345324158668518
72,0.23143695294857025,0.24573487043380737
73,0.233260840177536,0.23679526150226593
74,0.23031996190547943,0.24802327156066895
75,0.23258203268051147,0.23713573813438416
76,0.2298068255186081,0.25410202145576477
77,0.23117683827877045,0.2345414012670517
78,0.22896136343479156,0.23661492764949799
79,0.23151202499866486,0.2391914278268814
80,0.23185952007770538,0.23281334340572357
81,0.23013468086719513,0.23611405491828918
82,0.2305038869380951,0.23122341930866241
83,0.22943077981472015,0.2505013346672058
84,0.22921814024448395,0.238305926322937
85,0.22906197607517242,0.2366706132888794
86,0.23102517426013947,0.23410290479660034
87,0.22904671728610992,0.23097242414951324
88,0.22992819547653198,0.24715907871723175
89,0.22898919880390167,0.24187296628952026
90,0.23066455125808716,0.2337796837091446
91,0.22844789922237396,0.23110570013523102
92,0.2280612736940384,0.23612208664417267
93,0.22661139070987701,0.2489142119884491
94,0.2272946834564209,0.2299315631389618
95,0.22630009055137634,0.2292618751525879
96,0.2265309989452362,0.2363298535346985
97,0.22735558450222015,0.23575399816036224
98,0.22617386281490326,0.2352689802646637
99,0.2255013883113861,0.23299090564250946
100,0.22542192041873932,0.2396194338798523
101,0.22634421288967133,0.2382306456565857
102,0.2235817015171051,0.23181194067001343
103,0.22569991648197174,0.23283647000789642
104,0.2260688841342926,0.23292946815490723
105,0.2281101942062378,0.22749628126621246
106,0.22689004242420197,0.25631168484687805
107,0.22795060276985168,0.23071938753128052
108,0.2242961972951889,0.23560743033885956
109,0.226008802652359,0.2308330088853836
110,0.22557128965854645,0.2443951517343521
111,0.22430722415447235,0.23047304153442383
112,0.22577254474163055,0.22673067450523376
113,0.2255987972021103,0.22886474430561066
114,0.2221568375825882,0.2377755492925644
115,0.22542810440063477,0.25731581449508667
116,0.2288573980331421,0.22724585235118866
117,0.22383423149585724,0.22774137556552887
118,0.22355295717716217,0.25237876176834106
119,0.22657376527786255,0.23132258653640747
120,0.22300811111927032,0.2280643731355667
121,0.22349978983402252,0.23904003202915192
122,0.2223212867975235,0.22626662254333496
123,0.2234077900648117,0.2275487333536148
124,0.22480086982250214,0.23018622398376465
125,0.22350680828094482,0.22778546810150146
126,0.2221163809299469,0.2300529032945633
127,0.22442400455474854,0.22666922211647034
128,0.22870174050331116,0.2419833093881607
129,0.22386999428272247,0.22356906533241272
130,0.22372469305992126,0.22518891096115112
131,0.22235490381717682,0.22491557896137238
132,0.22379566729068756,0.22804072499275208
133,0.22480836510658264,0.23199956119060516
134,0.22258691489696503,0.22978618741035461
135,0.22113510966300964,0.2370099127292633
136,0.22258608043193817,0.2263394445180893
137,0.2239811271429062,0.23261086642742157
138,0.22430509328842163,0.22990787029266357
139,0.22137288749217987,0.22354711592197418
140,0.2229156643152237,0.22388294339179993
141,0.22353039681911469,0.22286507487297058
142,0.22335347533226013,0.2254284769296646
143,0.22281193733215332,0.23056229948997498
144,0.22069427371025085,0.22514766454696655
145,0.2230183482170105,0.22563137114048004
146,0.22282280027866364,0.2222995162010193
147,0.22181813418865204,0.2483515441417694
148,0.22066721320152283,0.2323838323354721
149,0.22197043895721436,0.22573280334472656
150,0.2216193825006485,0.23518186807632446
151,0.2229144126176834,0.24458268284797668
152,0.22167634963989258,0.23087023198604584
153,0.2229546755552292,0.23075205087661743
154,0.22397790849208832,0.22216631472110748
155,0.2198796570301056,0.2264418751001358
156,0.2253989726305008,0.2223810851573944
157,0.22186589241027832,0.23494993150234222
158,0.22310742735862732,0.2231936901807785
159,0.21958598494529724,0.23669885098934174
160,0.22010096907615662,0.23058010637760162
161,0.21976597607135773,0.22593507170677185
162,0.221317321062088,0.2228933721780777
163,0.22169779241085052,0.22422781586647034
164,0.22035355865955353,0.23475965857505798
165,0.2205362617969513,0.2253025770187378
166,0.21922190487384796,0.22403423488140106
167,0.22059296071529388,0.2200506180524826
168,0.22148622572422028,0.2476954311132431
169,0.2198924571275711,0.222138449549675
170,0.2209935486316681,0.22441062331199646
171,0.22099809348583221,0.23273096978664398
172,0.22056908905506134,0.22235678136348724
173,0.22063106298446655,0.22265301644802094
174,0.2185245156288147,0.22441138327121735
175,0.22090889513492584,0.22849924862384796
176,0.22044327855110168,0.2338821142911911
177,0.22045579552650452,0.2207433581352234
178,0.21840523183345795,0.22450414299964905
179,0.21949511766433716,0.2204662412405014
180,0.2176727056503296,0.22175562381744385
181,0.2200125902891159,0.22135888040065765
182,0.21883563697338104,0.2313494235277176
183,0.21748517453670502,0.2223881632089615
184,0.22048042714595795,0.22107143700122833
185,0.22065281867980957,0.2213185578584671
186,0.2182634323835373,0.22204726934432983
187,0.2173352837562561,0.2284749150276184
188,0.21822991967201233,0.22179754078388214
189,0.21791701018810272,0.2193211317062378
190,0.21920129656791687,0.22336018085479736
191,0.2191513031721115,0.22228820621967316
192,0.22199952602386475,0.23718170821666718
193,0.21868224442005157,0.21899835765361786
194,0.217355877161026,0.22180286049842834
195,0.21917633712291718,0.21726028621196747
196,0.21997639536857605,0.234836608171463
197,0.21734173595905304,0.2225591093301773
198,0.21751219034194946,0.22645303606987
199,0.2171299010515213,0.2211688756942749
200,0.21549953520298004,0.2270912081003189
201,0.2186085432767868,0.23284773528575897
